,EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1107,RM391,43,36-45,No,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,1,520,Low,Male,59,Medium,4,Research Director,Medium,Divorced,14336,10k-15k,4345,1,Y,No,11,Better,High,80,1,25,3,Better,25,10,3,9.0
1108,RM396,43,36-45,No,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,1,525,Very High,Male,61,High,1,Laboratory Technician,Very High,Married,2258,Upto 5k,15238,7,Y,No,20,Best,Low,80,1,8,1,Better,3,2,1,2.0
1109,RM397,43,36-45,No,Travel_Rarely,1473,Research & Development,8,Master,Other,1,526,High,Female,74,High,2,Healthcare Representative,High,Divorced,4522,Upto 5k,2227,4,Y,Yes,14,Better,Very High,80,0,8,3,Better,5,2,0,2.0
1110,RM490,43,36-45,No,Travel_Rarely,782,Research & Development,6,Master,Other,1,661,Medium,Male,50,Medium,4,Research Director,Very High,Divorced,16627,15k+,2671,4,Y,Yes,14,Better,High,80,1,21,3,Good,1,0,0,0.0
1111,RM492,43,36-45,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,1,663,Very High,Male,72,High,2,Laboratory Technician,High,Divorced,5679,5k-10k,19627,3,Y,Yes,13,Better,Medium,80,1,10,3,Better,8,7,4,7.0
1112,RM549,43,36-45,No,Travel_Frequently,775,Sales,15,Bachelor,Life Sciences,1,754,Very High,Male,47,Medium,2,Sales Executive,Very High,Married,6804,5k-10k,23683,3,Y,No,18,Better,High,80,1,7,5,Better,2,2,2,2.0
1113,RM610,43,36-45,No,Travel_Rarely,589,Research & Development,14,College,Life Sciences,1,843,Medium,Male,94,High,4,Research Director,Low,Married,17159,15k+,5200,6,Y,No,24,Best,High,80,1,22,3,Better,4,1,1,0.0
1114,RM651,43,36-45,No,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,1,902,Very High,Female,33,High,2,Healthcare Representative,Very High,Married,5562,5k-10k,21782,4,Y,No,13,Better,Medium,80,1,12,2,Good,5,2,2,2.0
1115,RM662,43,36-45,No,Travel_Rarely,177,Research & Development,8,Bachelor,Life Sciences,1,920,Low,Female,55,High,2,Manufacturing Director,Medium,Divorced,4765,Upto 5k,23814,4,Y,No,21,Best,High,80,1,4,2,Best,1,0,0,0.0
1116,RM776,43,36-45,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,1,1076,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,10k-15k,5268,5,Y,No,13,Better,High,80,1,18,5,Better,1,0,0,0.0
1117,RM813,43,36-45,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1,1126,High,Female,83,High,3,Manufacturing Director,Low,Married,10820,10k-15k,11535,8,Y,No,11,Better,High,80,1,18,1,Better,8,7,0,1.0
1118,RM850,43,36-45,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,1,1188,Low,Female,85,Low,2,Sales Executive,High,Single,5346,5k-10k,9489,8,Y,No,13,Better,Medium,80,0,7,2,Good,4,3,1,3.0
1119,RM899,43,36-45,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,1,1255,High,Male,96,Low,5,Research Director,Very High,Married,19740,15k+,18625,3,Y,No,14,Better,Medium,80,1,25,2,Better,8,7,0,7.0
1120,RM927,43,36-45,No,Travel_Rarely,531,Sales,4,Master,Marketing,1,1293,Very High,Female,56,Medium,3,Sales Executive,Very High,Single,10231,10k-15k,20364,3,Y,No,14,Better,Very High,80,0,23,3,Best,21,7,15,17.0
1121,RM996,43,36-45,No,Travel_Rarely,930,Research & Development,6,Bachelor,Medical,1,1402,Low,Female,73,Medium,2,Research Scientist,High,Single,4081,Upto 5k,20003,1,Y,Yes,14,Better,Low,80,0,20,3,Bad,20,7,1,8.0
1122,RM1134,43,36-45,No,Travel_Rarely,990,Research & Development,27,Bachelor,Technical Degree,1,1599,Very High,Male,87,Very High,1,Laboratory Technician,Medium,Divorced,4876,Upto 5k,5855,5,Y,No,12,Better,High,80,1,8,0,Better,6,4,0,2.0
1123,RM1186,43,36-45,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1,1666,High,Male,65,Medium,4,Research Director,High,Married,17603,15k+,3525,1,Y,No,24,Best,Low,80,1,14,3,Better,14,10,6,11.0
1124,RM1217,43,36-45,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1,1706,Very High,Male,73,High,2,Sales Executive,Very High,Married,7847,5k-10k,6069,1,Y,Yes,17,Better,Low,80,1,10,3,Better,10,9,8,8.0
1125,RM1263,43,36-45,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,1,1767,High,Male,38,Medium,1,Research Scientist,High,Married,2437,Upto 5k,15587,9,Y,Yes,16,Better,Very High,80,1,6,4,Better,1,0,0,0.0
1126,RM1270,43,36-45,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1,1778,Medium,Male,97,High,1,Human Resources,Very High,Single,3539,Upto 5k,5033,0,Y,No,13,Better,Medium,80,0,10,5,Better,9,7,1,8.0
1127,RM1294,43,36-45,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,1,1813,Low,Male,52,High,1,Research Scientist,High,Single,2438,Upto 5k,24978,4,Y,No,13,Better,High,80,0,7,2,Good,3,2,1,2.0
1128,RM1317,43,36-45,No,Travel_Frequently,1422,Sales,2,Master,Life Sciences,1,1849,Low,Male,92,High,2,Sales Executive,Very High,Married,5675,5k-10k,19246,1,Y,No,20,Best,High,80,1,7,5,Better,7,7,7,7.0
1129,RM1331,43,36-45,No,Travel_Rarely,823,Research & Development,6,Bachelor,Medical,1,1866,Low,Female,81,Medium,5,Manager,High,Married,19392,15k+,22539,7,Y,No,13,Better,Very High,80,0,21,2,Better,16,12,6,14.0
1130,RM1400,43,36-45,No,Travel_Rarely,574,Research & Development,11,Bachelor,Life Sciences,1,1971,Low,Male,30,High,3,Healthcare Representative,High,Married,7510,5k-10k,16873,1,Y,No,17,Better,Medium,80,1,10,1,Better,10,9,0,9.0
1131,RM029,44,36-45,No,Travel_Rarely,477,Research & Development,7,Master,Medical,1,36,Low,Female,42,Medium,3,Healthcare Representative,Very High,Married,10248,10k-15k,2094,3,Y,No,14,Better,Very High,80,1,24,4,Better,22,6,5,2.0
1132,RM032,44,36-45,No,Travel_Rarely,1459,Research & Development,10,Master,Other,1,40,Very High,Male,41,High,2,Healthcare Representative,Very High,Married,6465,5k-10k,19121,2,Y,Yes,13,Better,Very High,80,0,9,5,Best,4,2,1,3.0
1133,RM053,44,36-45,No,Travel_Rarely,1488,Sales,1,Doctor,Marketing,1,68,Medium,Female,75,High,2,Sales Executive,Low,Divorced,5454,5k-10k,4009,5,Y,Yes,21,Best,High,80,1,9,2,Good,4,3,1,3.0
1134,RM100,44,36-45,No,Non-Travel,489,Research & Development,23,Bachelor,Medical,1,132,Medium,Male,67,High,2,Laboratory Technician,Medium,Married,2042,Upto 5k,25043,4,Y,No,12,Better,High,80,1,17,3,Best,3,2,1,2.0
1135,RM287,44,36-45,Yes,Travel_Frequently,920,Research & Development,24,Bachelor,Life Sciences,1,392,Very High,Male,43,High,1,Laboratory Technician,High,Divorced,3161,Upto 5k,19920,3,Y,Yes,22,Best,Very High,80,1,19,0,Bad,1,0,0,0.0
1136,RM494,44,36-45,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,1,665,Low,Female,50,Medium,2,Human Resources,High,Single,5985,5k-10k,26894,4,Y,No,11,Better,Medium,80,0,10,1,Best,2,2,0,2.0
1137,RM498,44,36-45,No,Travel_Rarely,1315,Research & Development,3,Master,Other,1,671,Very High,Male,35,High,5,Manager,Very High,Married,19513,15k+,9358,4,Y,Yes,12,Better,Low,80,1,26,2,Best,2,2,0,1.0
1138,RM544,44,36-45,No,Non-Travel,381,Research & Development,24,Bachelor,Medical,1,744,Low,Male,49,Low,1,Laboratory Technician,High,Single,3708,Upto 5k,2104,2,Y,No,14,Better,High,80,0,9,5,Better,5,2,1,4.0
1139,RM618,44,36-45,No,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,1,852,Very High,Male,50,High,2,Healthcare Representative,Medium,Single,5933,5k-10k,5197,9,Y,No,12,Better,Very High,80,0,10,2,Good,5,2,2,3.0
1140,RM632,44,36-45,No,Travel_Rarely,986,Research & Development,8,Master,Life Sciences,1,874,Low,Male,62,Very High,1,Laboratory Technician,Very High,Married,2818,Upto 5k,5044,2,Y,Yes,24,Best,High,80,1,10,2,Good,3,2,0,2.0
1141,RM659,44,36-45,No,Travel_Rarely,661,Research & Development,9,College,Life Sciences,1,913,Medium,Male,61,High,1,Research Scientist,Low,Married,2559,Upto 5k,7508,1,Y,Yes,13,Better,Very High,80,0,8,0,Better,8,7,7,1.0
1142,RM751,44,36-45,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,1,1039,Very High,Female,53,Very High,4,Sales Executive,Very High,Married,13320,10k-15k,11737,3,Y,Yes,18,Better,High,80,1,23,2,Better,12,11,11,11.0
1143,RM790,44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,1,1098,Medium,Male,91,Medium,3,Human Resources,Low,Married,10482,10k-15k,2326,9,Y,No,14,Better,Very High,80,1,24,1,Better,20,6,3,6.0
1144,RM858,44,36-45,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,1,1200,High,Male,96,High,1,Research Scientist,High,Single,2936,Upto 5k,10826,1,Y,Yes,11,Better,High,80,0,6,4,Better,6,4,0,2.0
1145,RM863,44,36-45,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,1,1206,Very High,Male,74,Low,1,Research Scientist,High,Single,2290,Upto 5k,4279,2,Y,No,13,Better,Very High,80,0,6,3,Better,0,0,0,0.0
1146,RM876,44,36-45,No,Travel_Rarely,200,Research & Development,29,Master,Other,1,1225,Very High,Male,32,High,2,Research Scientist,Very High,Single,4541,Upto 5k,7744,1,Y,No,25,Best,Medium,80,0,20,3,Better,20,11,13,17.0
1147,RM892,44,36-45,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,1,1246,Low,Female,72,Very High,1,Research Scientist,Very High,Married,2011,Upto 5k,19982,1,Y,No,13,Better,Very High,80,1,10,5,Better,10,5,7,7.0
1148,RM908,44,36-45,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,1,1267,Medium,Male,88,High,5,Manager,Medium,Married,18213,15k+,8751,7,Y,No,11,Better,High,80,1,26,5,Better,22,9,3,10.0
1149,RM923,44,36-45,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,1,1288,High,Male,92,Very High,5,Manager,Low,Divorced,19190,15k+,17477,1,Y,No,14,Better,Very High,80,2,26,4,Good,25,9,14,13.0
1150,RM929,44,36-45,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,1,1295,Low,Female,73,High,3,Healthcare Representative,Very High,Married,7978,5k-10k,14075,1,Y,No,11,Better,Very High,80,1,10,2,Better,10,7,0,5.0
1151,RM954,44,36-45,Yes,Travel_Rarely,935,Research & Development,3,Bachelor,Life Sciences,1,1333,Low,Male,89,High,1,Laboratory Technician,Low,Married,2362,Upto 5k,14669,4,Y,No,12,Better,High,80,0,10,4,Best,3,2,1,2.0
1152,RM1043,44,36-45,No,Non-Travel,981,Research & Development,5,Bachelor,Life Sciences,1,1471,High,Male,90,Medium,1,Laboratory Technician,High,Single,3162,Upto 5k,7973,3,Y,No,14,Better,Very High,80,0,7,5,Better,5,2,0,3.0
1153,RM1047,44,36-45,No,Travel_Rarely,1467,Research & Development,20,Bachelor,Life Sciences,1,1475,Very High,Male,49,High,1,Research Scientist,Medium,Single,3420,Upto 5k,21158,1,Y,No,13,Better,High,80,0,6,3,Good,5,2,1,3.0
1154,RM1052,44,36-45,No,Travel_Frequently,383,Sales,1,Doctor,Marketing,1,1481,Low,Female,79,High,2,Sales Executive,High,Married,4768,Upto 5k,9282,7,Y,No,12,Better,High,80,1,11,4,Good,1,0,0,0.0
1155,RM1063,44,36-45,No,Travel_Frequently,1193,Research & Development,2,Below College,Medical,1,1496,Medium,Male,86,High,3,Manufacturing Director,High,Single,10209,10k-15k,19719,5,Y,Yes,18,Better,Medium,80,0,16,2,Good,2,2,2,2.0
1156,RM1079,44,36-45,No,Travel_Rarely,136,Research & Development,28,Bachelor,Life Sciences,1,1523,Very High,Male,32,High,4,Research Director,Low,Married,16328,15k+,22074,3,Y,No,13,Better,High,80,1,24,1,Best,20,6,14,17.0
1157,RM1141,44,36-45,No,Travel_Rarely,1313,Research & Development,7,Bachelor,Medical,1,1608,Medium,Female,31,High,5,Research Director,Very High,Divorced,19049,15k+,3549,0,Y,Yes,14,Better,Very High,80,1,23,4,Good,22,7,1,10.0
1158,RM1166,44,36-45,No,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,1,1642,Low,Male,37,High,2,Human Resources,Very High,Married,5743,5k-10k,10503,4,Y,Yes,11,Better,High,80,0,14,3,Better,10,7,0,2.0
1159,RM1201,44,36-45,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1,1683,High,Female,44,High,1,Human Resources,Very High,Divorced,3195,Upto 5k,4167,4,Y,Yes,18,Better,Low,80,3,8,2,Better,2,2,2,2.0
1160,RM1215,44,36-45,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1,1703,High,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,5k-10k,14810,1,Y,Yes,19,Better,Medium,80,1,9,2,Better,8,7,6,7.0
1161,RM1280,44,36-45,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,1,1792,High,Male,99,High,1,Research Scientist,Medium,Divorced,2342,Upto 5k,11092,1,Y,Yes,12,Better,High,80,3,6,2,Good,5,3,2,3.0
1162,RM1353,44,36-45,No,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,1,1903,Medium,Male,78,Very High,2,Healthcare Representative,Low,Married,5033,5k-10k,9364,2,Y,No,15,Better,Very High,80,1,10,5,Better,2,0,2,2.0
1163,RM1436,44,36-45,No,Travel_Rarely,1037,Research & Development,1,Bachelor,Medical,1,2020,Medium,Male,42,High,1,Research Scientist,Very High,Single,2436,Upto 5k,13422,6,Y,Yes,12,Better,High,80,0,6,2,Better,4,3,1,2.0
1164,RM068,45,36-45,No,Travel_Rarely,1339,Research & Development,7,Bachelor,Life Sciences,1,86,Medium,Male,59,High,3,Research Scientist,Low,Divorced,9724,5k-10k,18787,2,Y,No,17,Better,High,80,1,25,2,Better,1,0,0,0.0
1165,RM078,45,36-45,No,Travel_Rarely,193,Research & Development,6,Master,Other,1,101,Very High,Male,52,High,3,Research Director,Low,Married,13245,10k-15k,15067,4,Y,Yes,14,Better,Medium,80,0,17,3,Best,0,0,0,2.0
1166,RM142,45,36-45,No,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,1,192,High,Male,83,High,1,Research Scientist,Very High,Single,3452,Upto 5k,9752,5,Y,No,13,Better,Medium,80,0,9,2,Good,6,5,0,2.0
1167,RM154,45,36-45,No,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,1,206,Medium,Male,60,High,2,Laboratory Technician,Medium,Divorced,2348,Upto 5k,10901,8,Y,No,18,Better,High,80,1,20,2,Bad,17,9,0,15.0
1168,RM175,45,36-45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,1,240,High,Female,30,High,2,Sales Executive,Low,Divorced,5006,5k-10k,6319,4,Y,Yes,11,Better,Low,80,1,9,3,Best,5,4,0,3.0
1169,RM195,45,36-45,No,Non-Travel,1195,Research & Development,2,College,Medical,1,264,Low,Male,65,Medium,4,Manager,Very High,Married,16792,15k+,20462,9,Y,No,23,Best,Very High,80,1,22,1,Better,20,8,11,8.0
1170,RM219,45,36-45,No,Non-Travel,1052,Sales,6,Bachelor,Medical,1,302,Very High,Female,57,Medium,3,Sales Executive,Very High,Single,8865,5k-10k,16840,6,Y,No,12,Better,Very High,80,0,23,2,Better,19,7,12,8.0
1171,RM245,45,36-45,No,Travel_Rarely,252,Research & Development,1,Bachelor,Other,1,336,High,Male,70,Very High,5,Manager,Very High,Married,19202,15k+,15970,0,Y,No,11,Better,High,80,1,25,2,Better,24,0,1,7.0
1172,RM250,45,36-45,No,Travel_Frequently,1199,Research & Development,7,Master,Life Sciences,1,341,Low,Male,77,Very High,2,Manufacturing Director,High,Married,6434,5k-10k,5118,4,Y,No,17,Better,Very High,80,1,9,1,Better,3,2,0,2.0
1173,RM269,45,36-45,No,Travel_Rarely,1385,Research & Development,20,College,Medical,1,372,High,Male,79,High,4,Healthcare Representative,Very High,Married,13496,10k-15k,7501,0,Y,Yes,14,Better,Medium,80,0,21,2,Better,20,7,4,10.0
1174,RM312,45,36-45,No,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,1,425,Low,Male,97,High,3,Laboratory Technician,Low,Divorced,5210,5k-10k,20308,1,Y,No,18,Better,Low,80,1,24,2,Better,24,9,9,11.0
1175,RM335,45,36-45,No,Travel_Rarely,549,Research & Development,8,Master,Other,1,452,Very High,Male,75,High,2,Research Scientist,Very High,Married,3697,Upto 5k,9278,9,Y,No,14,Better,Low,80,2,12,3,Better,10,9,9,8.0
1176,RM408,45,36-45,No,Travel_Rarely,192,Research & Development,10,College,Life Sciences,1,544,Low,Male,69,High,1,Research Scientist,Very High,Married,2654,Upto 5k,9655,3,Y,No,21,Best,Very High,80,2,8,3,Good,2,2,0,2.0
1177,RM453,45,36-45,No,Travel_Rarely,561,Sales,2,Bachelor,Other,1,606,Very High,Male,61,High,2,Sales Executive,Medium,Married,4805,Upto 5k,16177,0,Y,No,19,Better,Medium,80,1,9,3,Best,8,7,3,7.0
1178,RM505,45,36-45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,1,684,Low,Female,100,High,2,Sales Executive,Low,Married,4286,Upto 5k,5630,2,Y,No,14,Better,Very High,80,2,5,4,Better,1,1,0,0.0
1179,RM565,45,36-45,No,Travel_Rarely,954,Sales,2,College,Technical Degree,1,783,Medium,Male,46,Low,2,Sales Representative,High,Single,6632,5k-10k,12388,0,Y,No,13,Better,Low,80,0,9,3,Better,8,7,3,1.0
1180,RM604,45,36-45,No,Travel_Rarely,252,Research & Development,2,Bachelor,Life Sciences,1,834,Medium,Female,95,Medium,1,Research Scientist,High,Single,2274,Upto 5k,6153,1,Y,No,14,Better,Very High,80,0,1,3,Better,1,0,0,0.0
1181,RM626,45,36-45,No,Travel_Rarely,930,Sales,9,Bachelor,Marketing,1,864,Very High,Male,74,High,3,Sales Executive,Low,Divorced,10761,10k-15k,19239,4,Y,Yes,12,Better,High,80,1,18,2,Better,5,4,0,2.0
1182,RM697,45,36-45,No,Non-Travel,805,Research & Development,4,College,Life Sciences,1,972,High,Male,57,High,2,Laboratory Technician,Medium,Married,4447,Upto 5k,23163,1,Y,No,12,Better,Medium,80,0,9,5,Good,9,7,0,8.0
1183,RM714,45,36-45,No,Travel_Rarely,974,Research & Development,1,Master,Medical,1,996,Very High,Female,91,High,1,Laboratory Technician,Very High,Divorced,2270,Upto 5k,11005,3,Y,No,14,Better,Very High,80,2,8,2,Better,5,3,0,2.0
1184,RM719,45,36-45,No,Non-Travel,248,Research & Development,23,College,Life Sciences,1,1002,Very High,Male,42,High,2,Laboratory Technician,Low,Married,3633,Upto 5k,14039,1,Y,Yes,15,Better,High,80,1,9,2,Better,9,8,0,8.0
1185,RM756,45,36-45,No,Travel_Rarely,1234,Sales,11,College,Life Sciences,1,1045,Very High,Female,90,High,4,Manager,Very High,Married,17650,15k+,5404,3,Y,No,13,Better,Medium,80,1,26,4,Best,9,3,1,1.0
1186,RM760,45,36-45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,1,1049,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,Upto 5k,8318,1,Y,No,16,Better,Low,80,0,6,3,Better,6,3,0,4.0
1187,RM806,45,36-45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,1,1117,Medium,Female,65,Medium,2,Sales Executive,High,Married,5593,5k-10k,17970,1,Y,No,13,Better,Very High,80,1,15,2,Better,15,10,4,12.0
1188,RM855,45,36-45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,1,1195,Low,Female,83,High,1,Research Scientist,High,Married,4477,Upto 5k,20100,4,Y,Yes,19,Better,High,80,1,7,2,Good,3,2,0,2.0
1189,RM914,45,36-45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,1,1277,Low,Female,94,Low,5,Manager,Medium,Single,18824,15k+,2493,2,Y,Yes,16,Better,Low,80,0,26,2,Better,24,10,1,11.0
1190,RM937,45,36-45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,1,1306,Medium,Female,83,High,5,Manager,Medium,Single,18061,15k+,13035,3,Y,No,22,Best,High,80,0,22,4,Better,0,0,0,0.0
1191,RM1035,45,36-45,No,Travel_Rarely,1038,Research & Development,20,Bachelor,Medical,1,1460,Medium,Male,95,Low,3,Healthcare Representative,Low,Divorced,10851,10k-15k,19863,2,Y,Yes,18,Better,Medium,80,1,24,2,Better,7,7,0,7.0
1192,RM1038,45,36-45,No,Travel_Rarely,1448,Research & Development,29,Bachelor,Technical Degree,1,1465,Medium,Male,55,High,3,Manufacturing Director,Very High,Married,9380,5k-10k,14720,4,Y,Yes,18,Better,Very High,80,2,10,4,Best,3,1,1,2.0
1193,RM1093,45,36-45,No,Travel_Rarely,950,Research & Development,28,Bachelor,Technical Degree,1,1546,Very High,Male,97,High,1,Research Scientist,Very High,Married,2132,Upto 5k,4585,4,Y,No,20,Best,Very High,80,1,8,3,Better,5,4,0,3.0
1194,RM1100,45,36-45,No,Travel_Rarely,538,Research & Development,1,Master,Technical Degree,1,1553,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,7441,5k-10k,20933,1,Y,No,12,Better,Low,80,3,10,4,Better,10,8,7,7.0
1195,RM1143,45,36-45,No,Travel_Rarely,1015,Research & Development,5,Doctor,Medical,1,1611,High,Female,50,Low,2,Laboratory Technician,Low,Single,5769,5k-10k,23447,1,Y,Yes,14,Better,Low,80,0,10,3,Better,10,7,1,4.0
1196,RM1144,45,36-45,No,Non-Travel,336,Sales,26,Bachelor,Marketing,1,1612,Low,Male,52,Medium,2,Sales Executive,Low,Married,4385,Upto 5k,24162,1,Y,No,15,Better,Low,80,1,10,2,Better,10,7,4,5.0
1197,RM1161,45,36-45,No,Travel_Rarely,1329,Research & Development,2,College,Other,1,1635,Very High,Female,59,Medium,2,Manufacturing Director,Very High,Divorced,5770,5k-10k,5388,1,Y,No,19,Better,Low,80,2,10,3,Better,10,7,3,9.0
1198,RM1222,45,36-45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1,1712,High,Male,74,Medium,3,Healthcare Representative,High,Married,10748,10k-15k,3395,3,Y,No,23,Best,Very High,80,1,25,3,Good,23,15,14,4.0
1199,RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1,1719,Very High,Female,48,Medium,4,Research Director,Medium,Single,16704,15k+,17119,1,Y,No,11,Better,High,80,0,21,2,Better,21,6,8,6.0
1200,RM1244,45,36-45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,1744,High,Female,56,Low,3,Human Resources,High,Married,9756,5k-10k,6595,4,Y,No,21,Best,High,80,2,9,2,Best,5,0,0,3.0
1201,RM1315,45,36-45,No,Non-Travel,589,Sales,2,Master,Life Sciences,1,1845,High,Female,67,High,2,Sales Executive,High,Married,5154,5k-10k,19665,4,Y,No,22,Best,Medium,80,2,10,3,Best,8,7,5,7.0
1202,RM1347,45,36-45,No,Travel_Rarely,556,Research & Development,25,College,Life Sciences,1,1888,Medium,Female,93,Medium,2,Manufacturing Director,Very High,Married,5906,5k-10k,23888,0,Y,No,13,Better,Very High,80,2,10,2,Good,9,8,3,8.0
1203,RM1363,45,36-45,No,Travel_Frequently,1297,Research & Development,1,Master,Medical,1,1922,Medium,Male,44,High,2,Healthcare Representative,High,Single,5399,5k-10k,14511,4,Y,No,12,Better,High,80,0,12,3,Better,4,2,0,3.0
1204,RM1455,45,36-45,No,Travel_Rarely,374,Sales,20,Bachelor,Life Sciences,1,2046,Very High,Female,50,High,2,Sales Executive,High,Single,4850,Upto 5k,23333,8,Y,No,15,Better,High,80,0,8,3,Better,5,3,0,1.0
1205,RM030,46,46-55,No,Travel_Rarely,705,Sales,2,Master,Marketing,1,38,Medium,Female,83,High,5,Manager,Low,Single,18947,15k+,22822,3,Y,No,12,Better,Very High,80,0,22,2,Good,2,2,2,2.0
1206,RM049,46,46-55,No,Travel_Frequently,1211,Sales,5,Master,Marketing,1,62,Low,Male,98,High,2,Sales Executive,Very High,Single,5772,5k-10k,20445,4,Y,Yes,21,Best,High,80,0,14,4,Better,9,6,0,8.0
1207,RM080,46,46-55,No,Travel_Rarely,945,Human Resources,5,College,Medical,1,103,Medium,Male,80,High,2,Human Resources,Medium,Divorced,5021,5k-10k,10425,8,Y,Yes,22,Best,Very High,80,1,16,2,Better,4,2,0,2.0
1208,RM090,46,46-55,Yes,Travel_Rarely,669,Sales,9,College,Medical,1,118,High,Male,64,Medium,3,Sales Executive,Very High,Single,9619,5k-10k,13596,1,Y,No,16,Better,Very High,80,0,9,3,Better,9,8,4,7.0
1209,RM094,46,46-55,No,Travel_Frequently,638,Research & Development,1,Bachelor,Medical,1,124,High,Male,40,Medium,3,Healthcare Representative,Low,Married,10673,10k-15k,3142,2,Y,Yes,13,Better,High,80,1,21,5,Good,10,9,9,5.0
1210,RM179,46,46-55,No,Travel_Rarely,526,Sales,1,College,Marketing,1,244,Medium,Female,92,High,3,Sales Executive,Low,Divorced,10453,10k-15k,2137,1,Y,No,25,Best,High,80,3,24,2,Better,24,13,15,7.0
1211,RM210,46,46-55,No,Travel_Rarely,644,Research & Development,1,Master,Medical,1,288,Very High,Male,97,High,3,Healthcare Representative,Low,Divorced,9396,5k-10k,12368,7,Y,No,16,Better,High,80,1,17,3,Better,4,2,0,2.0
1212,RM264,46,46-55,No,Travel_Rarely,488,Sales,2,Bachelor,Technical Degree,1,363,High,Female,75,Low,4,Manager,Medium,Married,16872,15k+,14977,3,Y,Yes,12,Better,Medium,80,1,28,2,Good,7,7,7,7.0
1213,RM366,46,46-55,No,Non-Travel,1144,Research & Development,7,Master,Medical,1,487,High,Female,30,High,2,Manufacturing Director,High,Married,5258,5k-10k,16044,2,Y,No,14,Better,High,80,0,7,2,Best,1,0,0,0.0
1214,RM413,46,46-55,No,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,1,550,High,Female,87,High,2,Manufacturing Director,High,Divorced,4810,Upto 5k,26314,2,Y,No,14,Better,High,80,1,19,5,Good,10,7,0,8.0
1215,RM430,46,46-55,No,Travel_Rarely,1009,Research & Development,2,Bachelor,Life Sciences,1,575,Low,Male,51,High,4,Research Director,High,Married,17861,15k+,2288,6,Y,No,13,Better,High,80,0,26,2,Bad,3,2,0,1.0
1216,RM434,46,46-55,No,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,1,580,High,Female,94,Medium,3,Sales Executive,Very High,Married,9071,5k-10k,11563,2,Y,Yes,19,Better,High,80,1,15,3,Better,3,2,1,2.0
